title,price,link
Private room in San Francisco,"$76 
$67 
night
$67 per night, originally $76",https://www.airbnb.com/rooms/589020902524503434?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-22&check_out=2023-05-29&previous_page_section_name=1000&federated_search_id=a9756ee1-1b69-45ef-a9e4-85ae125e897d
Guest suite in San Francisco,"$199 
$154 
night
$154 per night, originally $199",https://www.airbnb.com/rooms/38609924?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=a9756ee1-1b69-45ef-a9e4-85ae125e897d
Hotel room in San Francisco,"$94 
$75 
night
$75 per night, originally $94",https://www.airbnb.com/rooms/35691437?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in Daly City,"$50 
night
$50 per night",https://www.airbnb.com/rooms/842172248569689227?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$70 
$56 
night
$56 per night, originally $70",https://www.airbnb.com/rooms/41209658?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Hotel room in San Francisco,"$76 
night
$76 per night",https://www.airbnb.com/rooms/792406957707398638?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$72 
night
$72 per night",https://www.airbnb.com/rooms/6494663?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-22&check_out=2023-05-27&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in South San Francisco,"$51 
night
$51 per night",https://www.airbnb.com/rooms/794903341501998793?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-07-19&check_out=2023-07-24&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Guest suite in San Francisco,"$134 
$114 
night
$114 per night, originally $134",https://www.airbnb.com/rooms/21812815?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-06&check_out=2023-05-11&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$130 
night
$130 per night",https://www.airbnb.com/rooms/52269214?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-11&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$170 
night
$170 per night",https://www.airbnb.com/rooms/845836542667308470?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$109 
night
$109 per night",https://www.airbnb.com/rooms/plus/34606745?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-28&check_out=2023-05-03&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Apartment in San Francisco,"$158 
night
$158 per night",https://www.airbnb.com/rooms/552249232066762071?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-20&check_out=2023-06-25&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Guest suite in San Rafael,"$100 
$70 
night
$70 per night, originally $100",https://www.airbnb.com/rooms/566535897156395453?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-21&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Hotel room in San Francisco,"$203 
night
$203 per night",https://www.airbnb.com/rooms/49467545?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in Daly City,"$85 
$59 
night
$59 per night, originally $85",https://www.airbnb.com/rooms/609654857095081181?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-24&check_out=2023-05-01&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$44 
night
$44 per night",https://www.airbnb.com/rooms/665402415731727871?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-20&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Guest suite in San Francisco,"$133 
$117 
night
$117 per night, originally $133",https://www.airbnb.com/rooms/32962090?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$70 
night
$70 per night",https://www.airbnb.com/rooms/33311466?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-23&check_out=2023-05-28&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in San Francisco,"$86 
night
$86 per night",https://www.airbnb.com/rooms/50834115?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-10&check_out=2023-06-15&previous_page_section_name=1000&federated_search_id=c1f128a6-5f64-40c5-9b74-09061bf05860
Private room in Inner Richmond,"$98 
$87 
night
$87 per night, originally $98",https://www.airbnb.com/rooms/32813435?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-28&check_out=2023-05-03&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in Bayview,"$46 
night
$46 per night",https://www.airbnb.com/rooms/31124810?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-26&check_out=2023-05-01&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in Excelsior,"$69 
$56 
night
$56 per night, originally $69",https://www.airbnb.com/rooms/655354045768266763?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Apartment in San Francisco,"$266 
night
$266 per night",https://www.airbnb.com/rooms/49887963?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-20&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Hotel room in Nob Hill,"$122 
$107 
night
$107 per night, originally $122",https://www.airbnb.com/rooms/51789768?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$123 
$98 
night
$98 per night, originally $123",https://www.airbnb.com/rooms/8352275?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$81 
night
$81 per night",https://www.airbnb.com/rooms/780404032567949589?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-05&check_out=2023-05-10&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in Excelsior,"$53 
night
$53 per night",https://www.airbnb.com/rooms/605188872190777472?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-10&check_out=2023-05-15&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in South of Market,"$99 
night
$99 per night",https://www.airbnb.com/rooms/27263058?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-28&check_out=2023-05-03&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Home in San Francisco,"$185 
night
$185 per night",https://www.airbnb.com/rooms/866271989362662471?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-27&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$71 
$64 
night
$64 per night, originally $71",https://www.airbnb.com/rooms/7580465?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-27&check_out=2023-05-02&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$60 
night
$60 per night",https://www.airbnb.com/rooms/43089212?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Condo in San Francisco,"$286 
$257 
night
$257 per night, originally $286",https://www.airbnb.com/rooms/52517982?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$85 
night
$85 per night",https://www.airbnb.com/rooms/38984642?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$61 
night
$61 per night",https://www.airbnb.com/rooms/840599152068629075?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-24&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in San Francisco,"$82 
night
$82 per night",https://www.airbnb.com/rooms/615447382310622346?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Home in Outer Richmond,"$184 
$156 
night
$156 per night, originally $184",https://www.airbnb.com/rooms/768981101752342550?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Private room in Mission District,"$91 
night
$91 per night",https://www.airbnb.com/rooms/765602022730771420?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-07-01&check_out=2023-07-07&previous_page_section_name=1000&federated_search_id=b0d6da67-db2c-494b-aa98-6dc8d6d0c69d
Guest suite in San Francisco,"$152 
night
$152 per night",https://www.airbnb.com/rooms/50581810?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Guest suite in San Francisco,"$147 
$123 
night
$123 per night, originally $147",https://www.airbnb.com/rooms/21650740?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-24&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$76 
night
$76 per night",https://www.airbnb.com/rooms/34656053?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$41 
night
$41 per night",https://www.airbnb.com/rooms/3992022?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-27&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$67 
$59 
night
$59 per night, originally $67",https://www.airbnb.com/rooms/11075529?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-09&check_out=2023-05-16&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Guest suite in San Francisco,"$149 
night
$149 per night",https://www.airbnb.com/rooms/32389762?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-14&check_out=2023-06-19&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Guest suite in San Francisco,"$137 
$114 
night
$114 per night, originally $137",https://www.airbnb.com/rooms/34684071?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-10&check_out=2023-05-15&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$90 
night
$90 per night",https://www.airbnb.com/rooms/690034041139989869?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-03&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$56 
night
$56 per night",https://www.airbnb.com/rooms/33078270?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-27&check_out=2023-06-01&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$114 
night
$114 per night",https://www.airbnb.com/rooms/2198399?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Apartment in San Francisco,"$220 
$187 
night
$187 per night, originally $220",https://www.airbnb.com/rooms/701499728274360397?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in Half Moon Bay,"$94 
night
$94 per night",https://www.airbnb.com/rooms/48216339?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-29&check_out=2023-06-03&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$101 
night
$101 per night",https://www.airbnb.com/rooms/20059569?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$111 
night
$111 per night",https://www.airbnb.com/rooms/41979414?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-29&check_out=2023-06-04&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$55 
night
$55 per night",https://www.airbnb.com/rooms/765484874008423902?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-10-03&check_out=2023-10-08&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Shared room in Oakland,"$24 
night
$24 per night",https://www.airbnb.com/rooms/42516581?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$85 
$77 
night
$77 per night, originally $85",https://www.airbnb.com/rooms/19403989?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$142 
$113 
night
$113 per night, originally $142",https://www.airbnb.com/rooms/23217998?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=b6e3e360-2252-4d46-9dee-d22d75fc6960
Private room in San Francisco,"$51 
night
$51 per night",https://www.airbnb.com/rooms/31124126?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-28&check_out=2023-06-02&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$63 
night
$63 per night",https://www.airbnb.com/rooms/21191232?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-25&check_out=2023-07-02&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Guest suite in San Francisco,"$160 
night
$160 per night",https://www.airbnb.com/rooms/840755927573523585?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Guest suite in San Francisco,"$104 
night
$104 per night",https://www.airbnb.com/rooms/45423640?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-28&check_out=2023-06-02&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Guesthouse in San Bruno,"$88 
night
$88 per night",https://www.airbnb.com/rooms/52741853?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$125 
$99 
night
$99 per night, originally $125",https://www.airbnb.com/rooms/plus/24013866?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Home in San Francisco,"$82 
night
$82 per night",https://www.airbnb.com/rooms/662411697486571864?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-31&check_out=2023-06-05&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$95 
night
$95 per night",https://www.airbnb.com/rooms/3486460?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$63 
night
$63 per night",https://www.airbnb.com/rooms/18286171?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$60 
night
$60 per night",https://www.airbnb.com/rooms/768171722815212002?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-24&check_out=2023-05-01&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Home in Daly City,"$56 
night
$56 per night",https://www.airbnb.com/rooms/23615779?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-26&check_out=2023-05-01&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$91 
night
$91 per night",https://www.airbnb.com/rooms/780405068923111323?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-25&check_out=2023-05-02&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$65 
$57 
night
$57 per night, originally $65",https://www.airbnb.com/rooms/35286195?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-06&check_out=2023-05-11&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Apartment in San Francisco,"$115 
night
$115 per night",https://www.airbnb.com/rooms/646234421224022289?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-28&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Guest suite in Daly City,"$87 
night
$87 per night",https://www.airbnb.com/rooms/867805992313285300?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-22&check_out=2023-04-27&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in Castro Valley,"$49 
night
$49 per night",https://www.airbnb.com/rooms/50071016?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-24&check_out=2023-04-29&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$52 
night
$52 per night",https://www.airbnb.com/rooms/50452457?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$100 
night
$100 per night",https://www.airbnb.com/rooms/12930338?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-27&check_out=2023-05-02&previous_page_section_name=1000&federated_search_id=56446e6e-4324-421d-99bd-b493cb96ef53
Private room in San Francisco,"$79 
night
$79 per night",https://www.airbnb.com/rooms/4987668?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-26&check_out=2023-07-01&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$135 
night
$135 per night",https://www.airbnb.com/rooms/plus/16204265?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$78 
night
$78 per night",https://www.airbnb.com/rooms/43395762?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-24&check_out=2023-05-29&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$91 
night
$91 per night",https://www.airbnb.com/rooms/751511653280346961?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-07-03&check_out=2023-07-08&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Guest suite in San Francisco,"$195 
night
$195 per night",https://www.airbnb.com/rooms/846570912290154064?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$62 
night
$62 per night",https://www.airbnb.com/rooms/52434895?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Apartment in San Francisco,"$149 
$131 
night
$131 per night, originally $149",https://www.airbnb.com/rooms/20994570?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$110 
$99 
night
$99 per night, originally $110",https://www.airbnb.com/rooms/9051149?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Guest suite in San Francisco,"$112 
night
$112 per night",https://www.airbnb.com/rooms/50159258?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$84 
$66 
night
$66 per night, originally $84",https://www.airbnb.com/rooms/39996718?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-03&check_out=2023-05-09&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Tiny home in San Francisco,"$221 
night
$221 per night",https://www.airbnb.com/rooms/625303886669891197?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$120 
$75 
night
$75 per night, originally $120",https://www.airbnb.com/rooms/662275999496096664?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Private room in San Francisco,"$120 
night
$120 per night",https://www.airbnb.com/rooms/818445328258169008?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Apartment in Daly City,"$70 
night
$70 per night",https://www.airbnb.com/rooms/834221647664865743?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Apartment in San Francisco,"$139 
night
$139 per night",https://www.airbnb.com/rooms/45080917?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
Hotel room in San Francisco,"$224 
$197 
night
$197 per night, originally $224",https://www.airbnb.com/rooms/51409857?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-19&check_out=2023-04-24&previous_page_section_name=1000&federated_search_id=def97dee-83b7-409e-b683-636ebfc08fe7
